C1_B,C2_B,C3_B,C4_B,,C1_G,C2_G,C3_G,C4_G,C1_BG,C4_BG,DropoutRate,TOT_6_10_15,Enrolled_primary,P_Enrollment_Rate,P_URB_POP,OVERALL_LIT_Rate,FEMALE_LIT,SCH1,SCH2,SCH3,SCH6,Total_schools_withPrimary,SCOMP1,SCOMP2,SCOMP3,SCOMP6,Schools_with_computers,Percent_schools_with_computers,SBTOIL1,SBTOIL2,SBTOIL3,SBTOIL6,Schools_with_boys_toilets,Percent_schools_with_boys_toilet,SGTOIL1,SGTOIL2,SGTOIL3,SGTOIL6,Schools_with_girls_toilets,Percent_schools_with_girls_toilet,SPLAY1,SPLAY2,SPLAY3,SPLAY6,Schools_with_playground,Percent_schools_with_playground,SWAT1,SWAT2,SWAT3,SWAT6,Schools_with_drinking_water,Percent_schools_with_drinking_water,SELE1,SELE2,SELE3,SELE6,Schools_with_electricity,Percent_schools_with_electricity,ROAD1,ROAD2,ROAD3,ROAD6,Schools_with_Roads,Percent_schools_with_Roads,CLS1,CLS2,CLS3,CLS6,Number of Classrooms,TOTCLMJ1G,TOTCLMJ2G,TOTCLMJ3G,TOTCLMJ6G,Classrooms_requiring_major repair,Percent_classrooms_requiring_major repair,STCH1,STCH2,STCH3,STCH6,Total_sinle_teacher_schools,Percent_single_teacher_schools
4673,3813,3963,3962,15.21506527,4221,3734,3719,3831,8894,7793,12.379132,35056,31916,91.04290278,7.35,75.98,62.23,924,52,5,8,989,134,37,5,8,184,18.60465116,916,52,5,8,981,99.19110212,911,49,5,8,973,98.38220425,425,46,5,6,482,48.73609707,848,52,5,8,913,92.31547017,518,43,5,8,574,58.03842265,554,49,5,8,616,62.2851365,2417,467,62,106,3052,411,0,0,0,411,13.46657929,66,0,0,0,66,6.673407482
4063,3733,3827,3748,7.752891952,3671,3441,3496,3516,7734,7264,6.077062322,38145,29495,77.32337135,15.11,83.48,73.2,1093,71,5,9,1178,54,63,5,9,131,11.12054329,1088,71,5,9,1173,99.57555178,1087,70,5,9,1171,99.4057725,825,60,5,9,899,76.31578947,1076,69,5,9,1159,98.38709677,272,63,5,9,349,29.62648557,788,68,5,9,870,73.85398981,3021,580,48,77,3726,793,0,0,0,793,21.28287708,44,0,0,0,44,3.735144312
2707,2343,2354,2386,11.85814555,2434,2186,2197,2275,5141,4661,9.336704921,23314,18882,80.98996311,4.19,82.09,70.94,672,30,5,3,710,39,16,5,3,63,8.873239437,672,30,5,3,710,100,665,30,5,3,703,99.01408451,216,23,4,3,246,34.64788732,667,30,5,3,705,99.29577465,455,20,5,3,483,68.02816901,567,30,5,3,605,85.21126761,1813,240,48,23,2124,360,0,0,0,360,16.94915254,80,0,0,0,80,11.26760563
7003,5894,6115,6228,11.06668571,6284,5599,5667,5902,13287,12130,8.707759464,62483,48692,77.92839652,11.37,75.1,61.77,1702,93,6,5,1806,210,73,6,4,293,16.22369878,1608,91,6,5,1710,94.68438538,1632,91,6,5,1734,96.01328904,931,75,6,5,1017,56.31229236,1595,88,6,5,1694,93.79844961,1025,75,6,5,1111,61.51716501,1240,82,5,4,1331,73.69878184,4253,797,102,73,5225,1012,7,0,0,1019,19.50239234,58,0,0,0,58,3.211517165
21056,19771,19427,18906,10.21086626,18189,17180,16732,16519,39245,35425,9.733724041,149859,147780,98.61269593,55.9,85.24,79.61,1381,319,179,45,1924,288,283,176,44,791,41.11226611,1368,319,169,43,1899,98.7006237,1374,319,178,45,1916,99.58419958,855,280,170,37,1342,69.75051975,1366,319,179,45,1909,99.22037422,1200,318,179,45,1742,90.54054054,1050,311,176,45,1582,82.22453222,5228,3133,2809,501,11671,770,12,3,3,788,6.751777911,91,1,0,0,92,4.781704782
5972,5968,6007,6060,-1.473543202,5592,5520,5464,5524,11564,11584,-0.172950536,61427,46107,75.05982711,16.41,82.59,73.26,1814,120,26,5,1965,103,91,26,5,225,11.45038168,1771,117,25,5,1918,97.60814249,1793,117,26,5,1941,98.77862595,894,107,26,5,1032,52.51908397,1708,117,26,5,1856,94.45292621,1026,97,24,5,1152,58.6259542,1188,110,24,5,1327,67.53180662,4848,971,369,71,6259,1002,1,1,0,1004,16.0409011,187,0,0,0,187,9.51653944
4821,4675,4852,4910,-1.846090023,4138,3937,4026,4184,8959,9094,-1.506864605,46685,35543,76.13366178,14.31,82.93,72.97,1356,111,17,11,1495,160,96,17,11,284,18.99665552,1299,105,15,10,1429,95.58528428,1168,105,17,10,1300,86.95652174,621,89,16,9,735,49.1638796,1260,107,17,11,1395,93.31103679,474,99,17,11,601,40.2006689,1004,103,17,11,1135,75.91973244,3514,942,230,100,4786,1019,15,1,0,1035,21.62557459,80,1,0,0,81,5.418060201
2503,2428,2523,2601,-3.915301638,2273,2330,2452,2413,4776,5014,-4.983249581,26538,19523,73.56620695,3.5,80.69,69.59,711,25,3,1,740,128,24,3,1,156,21.08108108,681,25,3,1,710,95.94594595,691,25,3,1,720,97.2972973,278,24,3,0,305,41.21621622,670,25,3,1,699,94.45945946,489,24,3,1,517,69.86486486,467,22,3,1,493,66.62162162,2106,230,53,8,2397,497,0,0,0,497,20.73425115,145,0,0,0,145,19.59459459
5419,5401,5133,5463,-0.811957926,4914,4973,5185,5205,10333,10668,-3.242040066,58705,41693,71.02120773,10.02,81.06,70.44,1598,94,24,1,1717,89,75,24,1,189,11.00757135,1593,94,23,1,1711,99.65055329,1592,94,24,1,1711,99.65055329,842,80,21,1,944,54.97961561,1576,93,24,1,1694,98.66045428,811,75,24,0,910,52.99941759,1007,88,24,1,1120,65.23005242,4395,782,308,7,5492,1134,3,3,0,1140,20.7574654,310,1,0,0,311,18.11298777
2877,2750,2855,2951,-2.57212374,2605,2419,2687,2706,5482,5657,-3.192265596,27769,21850,78.68486442,14.79,80.73,68.81,586,32,8,5,631,76,27,8,5,116,18.38351823,586,32,8,5,631,100,586,32,8,5,631,100,330,28,7,4,369,58.47860539,544,32,8,5,589,93.34389857,275,27,8,5,315,49.9207607,421,30,8,4,463,73.37559429,1738,297,71,46,2152,403,10,2,0,415,19.28438662,19,0,0,0,19,3.011093502
11365,10719,10743,10299,9.379674439,10132,9686,9550,9560,21497,19859,7.619667861,90422,82054,90.74561501,38.94,84.85,78.21,1252,138,66,15,1471,188,124,65,15,392,26.64853841,1166,137,62,15,1380,93.81373215,1130,136,64,14,1344,91.3664174,805,124,64,14,1007,68.45683209,1230,138,66,15,1449,98.50441876,969,132,66,15,1182,80.35350102,1005,130,64,14,1213,82.46091094,4058,1449,857,188,6552,596,2,0,4,602,9.188034188,152,0,0,0,152,10.33310673
26209,24309,23500,22542,13.99137701,22881,21112,20985,19581,49090,42123,14.19229986,171235,181119,105.7721844,35.58,74.44,65.73,1272,205,79,31,1587,260,142,74,26,502,31.63201008,1226,201,77,30,1534,96.66036547,1214,203,79,30,1526,96.15626969,861,167,78,30,1136,71.5816005,1257,204,79,31,1571,98.99180844,1124,194,79,31,1428,89.98109641,1199,204,79,31,1513,95.33711405,5677,2085,1388,338,9488,575,7,14,0,596,6.281618887,20,0,0,0,20,1.260239445
30100,25925,24763,23377,22.33554817,25728,22826,21898,21119,55828,44496,20.29805832,214392,195736,91.29818277,37.77,74.62,65.96,1136,294,64,25,1519,264,185,56,19,524,34.4963792,1074,282,58,24,1438,94.66754444,1131,294,64,25,1514,99.67083608,748,222,60,21,1051,69.19025675,1119,294,64,25,1502,98.88084266,958,270,62,24,1314,86.50427913,1061,287,63,25,1436,94.53587887,5147,2614,1200,317,9278,417,4,1,1,423,4.559172235,109,23,2,1,135,8.887425938
6190,6523,6406,6262,-1.163166397,5208,5502,5355,5392,11398,11654,-2.246008072,47718,46838,98.15583218,54.87,83.44,77.48,301,47,36,26,410,27,43,35,26,131,31.95121951,296,47,36,26,405,98.7804878,296,47,36,26,405,98.7804878,200,40,35,24,299,72.92682927,301,47,36,26,410,100,274,47,36,26,383,93.41463415,268,47,36,26,377,91.95121951,1284,546,595,468,2893,176,0,0,0,176,6.08365019,77,0,0,0,77,18.7804878
9938,10261,10421,10348,-4.125578587,8271,8439,8581,8667,18209,19015,-4.426382558,91412,74926,81.96516869,44.38,82.89,76.64,547,91,86,57,781,38,69,82,51,240,30.72983355,530,91,85,57,763,97.69526248,533,90,86,57,766,98.0793854,449,86,84,56,675,86.42765685,547,91,86,57,781,100,547,91,86,57,781,100,542,91,86,57,776,99.35979513,2165,1034,1563,721,5483,184,0,0,0,184,3.355827102,79,0,0,0,79,10.11523688
10617,10591,10780,10756,-1.309221061,8512,8680,9133,9352,19129,20108,-5.117883841,104733,78421,74.87706835,38.94,78.93,71.99,638,65,126,99,928,18,39,113,75,245,26.40086207,628,65,126,99,918,98.92241379,629,63,126,99,917,98.81465517,521,52,119,91,783,84.375,638,65,126,99,928,100,617,65,126,99,907,97.73706897,622,61,118,91,892,96.12068966,2714,592,1904,957,6167,180,0,0,0,180,2.918761148,113,0,0,0,113,12.17672414
8537,8613,9260,9157,-7.262504393,6847,7266,7700,7896,15384,17053,-10.84893396,83701,65276,77.98712082,28.93,76.7,69.18,549,71,95,59,774,34,52,91,51,228,29.45736434,537,71,95,59,762,98.4496124,542,71,94,59,766,98.96640827,404,59,90,59,612,79.06976744,549,71,95,59,774,100,549,71,95,59,774,100,546,71,95,58,770,99.48320413,2287,700,1400,715,5102,169,3,0,0,172,3.37122697,115,0,1,0,116,14.9870801
10535,10521,10805,10892,-3.388704319,8534,8847,8991,9266,19069,20158,-5.710839583,98610,78391,79.49599432,21.97,70.56,60.69,439,101,101,56,697,37,74,92,43,246,35.29411765,396,101,100,55,652,93.54375897,396,101,101,56,654,93.83070301,374,92,96,50,612,87.80487805,432,101,101,56,690,98.99569584,418,99,101,56,674,96.70014347,434,100,100,55,689,98.85222382,2379,1015,1495,572,5461,213,0,0,0,213,3.900384545,29,0,0,0,29,4.160688666
15649,15548,15771,15937,-1.840373187,12523,12844,12982,13147,28172,29084,-3.237256851,138652,114401,82.50944811,30.27,76.44,68.29,607,184,167,88,1046,38,108,157,75,378,36.1376673,593,184,163,88,1028,98.2791587,600,184,167,88,1039,99.33078394,412,132,160,77,781,74.66539197,606,184,167,88,1045,99.90439771,575,184,167,88,1014,96.94072658,600,176,161,88,1025,97.99235182,3219,1820,2232,826,8097,226,5,0,2,233,2.877608991,37,0,1,0,38,3.632887189
12945,12651,12760,12491,3.507145616,10171,10314,10582,10537,23116,23028,0.3806887,123965,92451,74.57830839,45.97,77.46,68.23,288,126,107,84,605,31,110,102,70,313,51.73553719,263,126,107,84,580,95.8677686,264,126,107,84,581,96.03305785,287,122,106,82,597,98.67768595,288,126,107,84,605,100,278,126,107,84,595,98.34710744,286,125,107,83,601,99.33884298,1904,1430,1714,860,5908,169,0,0,0,169,2.860528097,8,0,0,0,8,1.32231405
14439,14616,14499,14886,-3.095782256,11316,11890,11693,11855,25755,26741,-3.828382838,136200,105194,77.2349486,30.52,80.83,70.88,536,153,167,103,959,61,120,160,93,434,45.25547445,520,153,166,103,942,98.22732013,524,152,167,103,946,98.64442127,415,128,159,95,797,83.10740355,536,153,167,103,959,100,533,153,167,103,956,99.68717414,530,148,164,98,940,98.01876955,3213,1651,2554,1036,8454,332,1,0,3,336,3.974449965,35,0,0,0,35,3.649635036
11607,11397,11710,12280,-5.798225209,9286,9659,10089,10540,20893,22820,-9.223184799,121965,86568,70.97773952,22.82,72.73,61.58,474,82,118,104,778,31,69,114,99,313,40.23136247,426,82,113,104,725,93.18766067,435,82,117,104,738,94.85861183,363,77,116,94,650,83.54755784,474,82,118,104,778,100,463,82,118,104,767,98.58611825,458,75,118,104,755,97.0437018,2765,767,1623,1112,6267,211,1,0,1,213,3.398755385,7,0,0,0,7,0.899742931
9018,9356,9359,9391,-4.1361721,7728,7801,8045,7918,16746,17309,-3.361996895,87705,68616,78.2349923,19.04,69.13,59.29,461,89,66,59,675,36,69,63,53,221,32.74074074,423,89,66,59,637,94.37037037,432,89,66,59,646,95.7037037,422,84,65,59,630,93.33333333,461,89,66,59,675,100,458,89,66,59,672,99.55555556,450,86,66,59,661,97.92592593,2462,859,878,594,4793,178,0,0,0,178,3.713749218,27,0,0,0,27,4
11825,12415,12821,13155,-11.24735729,10320,10843,11253,10989,22145,24144,-9.026868368,114700,93621,81.62249346,24.75,70.35,61.16,594,103,90,59,846,32,83,86,51,252,29.78723404,512,103,89,59,763,90.1891253,518,103,89,59,769,90.89834515,501,90,86,49,726,85.81560284,593,103,90,59,845,99.88179669,584,103,90,59,836,98.8179669,579,103,90,59,831,98.22695035,3022,1039,1422,608,6091,182,0,0,0,182,2.988015104,29,0,0,0,29,3.427895981
15335,15194,15330,16002,-4.349527225,12795,13000,13317,13876,28130,29878,-6.214006399,157014,114849,73.14570675,31.73,73.24,62.31,587,186,146,168,1087,44,134,140,148,466,42.87028519,503,186,143,167,999,91.90432383,515,185,146,167,1013,93.19227231,483,160,143,148,934,85.92456302,587,186,146,168,1087,100,580,186,146,168,1080,99.35602576,575,186,146,167,1074,98.80404784,3524,1831,2086,1637,9078,334,0,1,0,335,3.690240141,3,0,0,0,3,0.27598896
14773,14858,15228,15712,-6.356190347,12087,12875,13026,13484,26860,29196,-8.696947133,154583,112043,72.48080319,19.8,76.74,64.8,737,120,161,180,1198,33,93,160,153,439,36.64440735,676,120,159,178,1133,94.57429048,693,120,160,180,1153,96.24373957,559,103,159,161,982,81.96994992,736,120,161,180,1197,99.91652755,710,120,161,180,1171,97.74624374,713,119,159,175,1166,97.32888147,3526,1082,2271,1645,8524,353,0,0,0,353,4.14124824,38,0,0,0,38,3.171953255
8828,8870,9199,9349,-5.901676484,7178,7367,7462,7571,16006,16920,-5.710358616,93572,65824,70.34582995,42.02,80.37,71.19,274,68,111,96,549,24,62,106,91,283,51.54826958,254,68,111,96,529,96.35701275,253,67,110,96,526,95.81056466,243,58,108,81,490,89.25318761,274,68,111,96,549,100,274,68,111,96,549,100,273,68,111,96,548,99.81785064,1466,766,1691,946,4869,125,0,0,0,125,2.567262272,5,0,0,0,5,0.910746812
9315,9436,9527,9636,-3.44605475,7189,7480,7307,7557,16504,17193,-4.174745516,86857,67447,77.65292377,25.39,80.83,70.96,357,84,125,94,660,48,78,125,93,344,52.12121212,342,83,125,94,644,97.57575758,349,84,125,94,652,98.78787879,298,79,124,93,594,90,357,84,125,94,660,100,353,84,125,94,656,99.39393939,355,83,125,94,657,99.54545455,2085,840,1827,1116,5868,257,2,0,0,259,4.413769598,51,0,0,0,51,7.727272727
7791,7883,8198,8010,-2.810935695,6078,6258,6487,6618,13869,14628,-5.472636816,80266,57323,71.41629083,14.43,78.87,65.25,521,60,103,90,774,23,43,102,82,250,32.2997416,484,60,103,90,737,95.21963824,493,60,103,90,746,96.38242894,390,53,98,86,627,81.00775194,521,60,103,90,774,100,481,59,103,90,733,94.70284238,488,57,101,90,736,95.09043928,2420,584,1543,850,5397,266,0,0,0,266,4.928664073,44,0,0,0,44,5.684754522
7937,8066,8379,8324,-4.875897694,6200,6800,6764,6834,14137,15158,-7.222182924,81555,59304,72.71657164,25.82,82.23,70.54,466,53,86,73,678,43,45,86,67,241,35.54572271,442,53,86,73,654,96.46017699,455,53,86,73,667,98.37758112,352,46,82,71,551,81.26843658,466,53,86,73,678,100,450,53,86,73,662,97.64011799,456,52,86,73,667,98.37758112,2030,591,1221,809,4651,178,0,0,0,178,3.82713395,50,0,0,0,50,7.374631268
16045,16102,15981,16271,-1.408538486,13195,13400,13675,13337,29240,29608,-1.258549932,145143,118006,81.30326643,68.82,84.44,77.64,424,106,123,91,744,58,93,116,83,350,47.04301075,368,106,123,91,688,92.47311828,374,106,123,91,694,93.27956989,358,95,120,87,660,88.70967742,424,106,123,91,744,100,414,106,123,91,734,98.65591398,419,103,123,91,736,98.92473118,2426,1494,2258,1012,7190,116,0,0,0,116,1.613351878,34,0,0,0,34,4.569892473
20837,21256,21034,21240,-1.934059606,16909,17602,17747,17506,37746,38746,-2.649287342,185456,154131,83.1092011,79.44,83.04,75.17,295,222,196,185,898,49,187,195,173,604,67.26057906,272,222,195,185,874,97.32739421,277,222,196,185,880,97.99554566,239,184,187,155,765,85.18930958,293,222,196,185,896,99.77728285,277,222,196,185,880,97.99554566,290,221,194,182,887,98.77505568,2028,2302,3352,2067,9749,150,1,4,0,155,1.589906657,13,0,0,0,13,1.44766147
12952,13852,15107,14561,-12.42279185,9601,11465,13892,12833,22553,27394,-21.46499357,181013,104263,57.59973041,11.38,56.14,37.58,500,80,22,39,641,47,52,20,34,153,23.86895476,462,80,22,39,603,94.07176287,460,80,22,39,601,93.75975039,316,70,21,34,441,68.79875195,497,80,22,39,638,99.53198128,447,80,22,39,588,91.73166927,466,79,22,39,606,94.53978159,3532,883,298,410,5123,427,11,5,1,444,8.666796799,5,0,0,0,5,0.780031201
12004,12892,13275,12997,-8.272242586,9688,10773,11695,11241,21692,24238,-11.73704592,130641,94565,72.38539203,22.65,70.32,56.4,399,144,97,116,756,33,114,91,95,333,44.04761905,364,144,97,116,721,95.37037037,374,144,97,115,730,96.56084656,337,134,94,109,674,89.15343915,399,144,97,116,756,100,358,144,97,116,715,94.57671958,394,139,97,112,742,98.14814815,2524,1447,1410,1175,6556,311,5,6,0,322,4.911531422,4,0,0,0,4,0.529100529
40411,43882,44352,45949,-13.70418945,36328,38634,37940,38603,76739,84552,-10.18126376,335119,326099,97.3084188,32.44,84.66,78.76,561,174,251,45,1031,459,166,230,45,900,87.29388943,432,174,240,45,891,86.42095053,429,174,230,45,878,85.1600388,511,157,246,44,958,92.91949564,561,174,251,45,1031,100,560,174,251,45,1030,99.90300679,561,174,251,45,1031,100,7382,1979,5993,583,15937,427,0,158,0,585,3.670703395,0,0,0,0,0,0
7944,8575,8908,9483,-19.37311178,7512,8230,8401,8321,15456,17804,-15.19151139,76530,67374,88.03606429,17.79,86.81,81.92,187,35,62,7,291,148,33,45,5,231,79.3814433,156,34,45,7,242,83.16151203,159,33,50,7,249,85.56701031,100,29,43,5,177,60.82474227,187,35,62,7,291,100,187,35,62,7,291,100,187,35,62,7,291,100,1423,426,1055,126,3030,64,0,24,0,88,2.904290429,3,0,0,0,3,1.030927835
25550,28002,29992,31661,-23.91780822,23202,25956,26511,27422,48752,59083,-21.1909255,225144,218296,96.95839107,36.44,82.8,76.51,430,235,63,40,768,291,205,57,39,592,77.08333333,342,235,56,39,672,87.5,342,235,57,39,673,87.63020833,411,227,63,39,740,96.35416667,430,235,63,40,768,100,430,235,63,40,768,100,430,235,63,40,768,100,5094,2659,1353,618,9724,106,0,41,4,151,1.552858906,0,0,0,0,0,0
18672,20528,21378,23007,-23.21658098,16758,18523,18812,19644,35430,42651,-20.38103302,142725,157322,110.2273603,17.91,88.75,84.55,331,91,130,16,568,268,88,117,16,489,86.0915493,260,91,100,16,467,82.21830986,258,91,106,14,469,82.57042254,233,63,120,13,429,75.52816901,331,91,130,16,568,100,330,91,130,16,567,99.82394366,331,91,130,16,568,100,3515,1131,3005,271,7922,98,0,26,0,124,1.565261298,0,0,0,0,0,0
3400,3553,3541,3585,-5.441176471,3266,3528,3512,3478,6666,7063,-5.95559556,9085,27863,306.69235,-25.35,89.38,84.83,24,4,51,12,91,20,4,50,11,85,93.40659341,23,4,43,10,80,87.91208791,24,3,46,12,85,93.40659341,16,3,48,9,76,83.51648352,24,4,51,12,91,100,24,4,51,12,91,100,24,4,51,12,91,100,253,45,1094,181,1573,4,0,0,0,4,0.254291163,0,0,0,0,0,0
4358,4854,4854,4876,-11.88618632,3959,4264,4311,4590,8317,9466,-13.81507755,45742,36066,78.84657426,-10.48,85.25,82.6,114,5,57,6,182,83,5,46,6,140,76.92307692,90,5,42,5,142,78.02197802,88,4,52,4,148,81.31868132,37,1,43,3,84,46.15384615,114,5,57,6,182,100,114,5,57,6,182,100,114,5,57,6,182,100,855,50,996,70,1971,62,0,7,0,69,3.500761035,4,0,0,0,4,2.197802198
28119,29992,30833,30953,-10.07859454,26258,27086,26905,26488,54377,57441,-5.634735274,211942,226634,106.9320852,23.65,87.12,82.5,361,119,187,58,725,297,115,171,58,641,88.4137931,290,119,160,58,627,86.48275862,289,119,170,58,636,87.72413793,285,99,181,51,616,84.96551724,361,119,187,58,725,100,359,118,187,58,722,99.5862069,361,119,187,58,725,100,4541,1335,4318,753,10947,223,0,101,7,331,3.02365945,0,0,0,0,0,0
26214,27589,28056,27491,-4.871442741,22281,23358,23188,22610,48495,50101,-3.311681617,193779,200787,103.616491,40.44,88.81,83.07,301,115,196,47,659,264,111,181,45,601,91.19878604,242,115,189,47,593,89.98482549,243,115,193,47,598,90.74355083,301,115,196,47,659,100,301,115,196,47,659,100,300,115,196,47,658,99.84825493,301,115,196,47,659,100,3268,1319,4860,745,10192,39,0,52,8,99,0.971350078,3,0,0,0,3,0.455235205
26446,28346,29616,30624,-15.79823036,23620,26004,26802,26844,50066,57468,-14.78448448,246043,218302,88.72514154,29.22,87.03,80.99,446,126,138,29,739,379,121,121,26,647,87.55074425,354,125,127,29,635,85.92692828,353,125,124,27,629,85.1150203,400,122,134,25,681,92.15155616,446,126,138,29,739,100,446,125,138,29,738,99.864682,446,126,138,29,739,100,5003,1683,3368,596,10650,96,2,74,6,178,1.671361502,1,0,0,0,1,0.135317997
25867,21614,21212,20536,20.6092705,22365,18553,18125,17651,48232,38187,20.82642229,187904,165923,88.30200528,27.2,70.25,60.07,1127,1183,510,325,3145,72,415,338,213,1038,33.00476948,1124,1178,505,321,3128,99.45945946,1125,1183,510,324,3142,99.90461049,381,623,336,215,1555,49.44356121,1119,1181,509,325,3134,99.65023847,435,1094,502,320,2351,74.75357711,795,1025,456,287,2563,81.49443561,3339,7780,3670,2391,17180,267,270,143,77,757,4.40628638,294,9,0,0,303,9.634340223
25372,19954,19142,18200,28.26738137,22395,17539,16790,15984,47767,34184,28.4359495,168621,155376,92.14510648,19.71,68.37,56.91,383,889,462,389,2123,27,349,354,229,959,45.17192652,383,882,459,386,2110,99.38765897,383,889,461,389,2122,99.95289684,115,563,367,290,1335,62.88271314,380,889,461,386,2116,99.67027791,120,824,449,365,1758,82.80734809,279,819,430,367,1895,89.26048045,1221,5868,3801,3025,13915,72,200,85,56,413,2.968020122,47,8,0,0,55,2.590673575
38005,33306,30295,28243,25.68609394,33373,29148,26880,24773,71378,53016,25.72501331,301459,244023,80.94732617,33.95,65.92,53.77,1502,1124,361,340,3327,111,438,281,241,1071,32.19116321,1469,1083,358,331,3241,97.41508867,1487,1116,358,339,3300,99.18845807,539,653,206,201,1599,48.0613165,1496,1123,360,339,3318,99.72948602,297,833,345,316,1791,53.83228133,1010,959,339,314,2622,78.8097385,5185,8177,3344,2960,19666,477,311,162,98,1048,5.328994203,518,14,0,0,532,15.99038173
31465,26447,24603,23293,25.9717146,28427,23669,21534,20735,59892,44028,26.48767782,236482,200173,84.64618872,28.24,67.46,54.25,549,1117,462,465,2593,54,395,373,285,1107,42.69186271,539,1096,458,462,2555,98.534516,545,1116,461,463,2585,99.69147705,160,635,380,333,1508,58.1565754,541,1115,461,465,2582,99.57578095,158,909,441,434,1942,74.89394524,354,951,427,418,2150,82.91554184,1843,7973,4072,3719,17607,142,411,120,226,899,5.10592378,167,15,0,0,182,7.01889703
29371,24233,22453,22041,24.95658983,24160,20553,18690,18488,53531,40529,24.28872989,214951,179989,83.73489772,22.91,74.72,61.15,729,993,695,508,2925,70,364,527,302,1263,43.17948718,726,988,690,504,2908,99.41880342,729,993,694,508,2924,99.96581197,311,622,616,401,1950,66.66666667,729,993,695,508,2925,100,453,838,622,427,2340,80,541,856,626,446,2469,84.41025641,2378,7231,5829,3949,19387,170,366,156,112,804,4.147108887,91,4,0,2,97,3.316239316
60571,48559,45161,42684,29.53063347,51636,42923,39037,37131,112207,79815,28.86807418,432430,367702,85.0315658,17.82,71.68,56.78,1446,2072,867,780,5165,95,402,348,258,1103,21.3552759,1443,2049,857,777,5126,99.24491772,1445,2072,867,780,5164,99.98063892,424,1108,636,581,2749,53.22362052,1028,1783,846,760,4417,85.517909,296,1301,766,610,2973,57.56050339,892,1737,797,707,4133,80.01936108,4580,13716,6405,6004,30705,288,555,161,109,1113,3.624816805,219,24,1,3,247,4.782187803
39848,33765,30577,29588,25.7478418,35139,28560,25721,24975,74987,54563,27.23672103,323154,248173,76.79713078,19.41,71.16,54.63,808,1316,617,462,3203,34,307,352,195,888,27.72400874,782,1268,606,444,3100,96.78426475,793,1303,611,458,3165,98.81361224,249,767,390,348,1754,54.76116141,684,1244,574,439,2941,91.82016859,153,822,515,355,1845,57.60224789,453,1079,548,397,2477,77.33374961,2529,8719,3889,3298,18435,286,272,127,41,726,3.938161107,124,8,0,0,132,4.121136435
